,,,release_date,year,month,source_orig,source,bundle,starter_bundle,faction,origin,family,mastery_package,ship_type,ship_type_detailed,max_t,max_e,max_s,max_u,max_int,max_cmd,max_pil,max_tmp,max_mw,full,total_tac,total_eng,total_sci,total_int,total_cmd,total_pil,total_tmp,total_mw,num_specs,num_spec_seats,num_spec_slots,h_mod,hull,s_mod,turn,imp,inrt,power_w,power_s,power_e,power_a,b1r,b1c,b1s,b2r,b2c,b2s,b3r,b3c,b3s,b4r,b4c,b4s,b5r,b5c,b5s,b6r,b6c,b6s,weapon_total,fore,aft,dhc,exp,hangars,,fleet,console_t,console_e,console_s,,cc_w,cc_s,cc_e,cc_t,secdef,sub_targeting,sensor_analysis,tac_mode,singularity,cloak,flank,wingmen,,trait_summary,,adm_rarity,adm_role,adm_e,adm_t,adm_s,adm_bonus,released,,,console_u,devices,,console_t,console_e,console_s,,,,career,cloak_rank,name,wiki_url,trait_name,trait_url,console_name,console_url
,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,
,514,Orchid Intel Warship,28 Apr 2026,2026,4,Promo,Promo,,,X-faction,Orion,,Destroyer,Warship,Warship,4,3,,3,4,,3,,,Int,10,9,6,4,0,3,0,0,2,2,7,1.2,54000,1.1,11,0.18,55,10,,5,5,4,Tac,Int,3,Uni,Pil,3,Eng,,2,Uni,,1,Uni,,,,,8,5,3,Yes,,,3,Yes,5,4,2,,,,,,,,,,,,,,Leaking Radiation Signature,"on Eng / Int: leave behind clouds that do Radiation damage, -turn, -speed, and decloak ships",Bait and Switch,Ultra Rare,Tac,50,14,62,1.5x Critical Rating from ENG and TAC,TRUE,TRUE,FALSE,,3,,5,4,2,5,4,2,Tac,,Orchid Intel Warship,https://stowiki.net/wiki/Orchid_Intel_Warship,Leaking Radiation Signature,https://stowiki.net/wiki/Leaking_Radiation_Signature_(starship_trait),Bait and Switch,https://stowiki.net/wiki/Console_-_Universal_-_Bait_and_Switch
,513,Gral Command Scout,7 Apr 2026,2026,4,Lockbox,Lockbox,,,X-faction,Starfleet,,Scout Ship,Scout Ship,Scout Ship,,,4,3,,4,3,,,Cmd,9,9,13,0,4,3,0,0,2,2,7,1,45000,1.275,19,0.2,75,10,,,10,4,Sci,Cmd,3,Uni,Pil,3,Uni,,2,Uni,,1,Uni,,,,,6,4,2,Yes,,,2,Yes,4,2,5,,,,,,Yes,Yes,Yes,,,,40%,,Data Breach,"on Cmd / Photonic Officer: launch probe that applies -DRR, -damage",Full Active Stealth Action,Ultra Rare,Sci,21,28,59,+10 TAC per SciShip,TRUE,TRUE,FALSE,,2,,4,2,5,4,2,5,Sci,,Gral Command Scout,https://stowiki.net/wiki/Gral_Command_Scout,Data Breach,https://stowiki.net/wiki/Data_Breach_(starship_trait),Full Active Stealth Action,https://stowiki.net/wiki/Console_-_Universal_-_Full_Active_Stealth_Action
,512,Noble Intel Battlecruiser,7 Apr 2026,2026,4,Event,Event only,,,X-faction,Starfleet,Sovereign,Battlecruiser,Battlecruiser,Battlecruiser,3,4,1,3,4,3,,,,Int,8,7,4,4,3,0,0,0,2,2,7,1.35,60750,1.1,8,0.16,35,10,10,,,4,Eng,Int,3,Uni,,3,Tac,Cmd,2,Tac,,1,Sci,,,,,8,5,3,Yes,,,3,Yes,4,4,3,,Yes,Yes,Yes,,,,,,,Cloak,,,To Hell With Our Orders,"on Captain ability: uni console cooldown, +turn, +speed",Destruct Sequence Alpha-One,Ultra Rare,Eng,56,47,23,+25 TAC when Alone,TRUE,TRUE,FALSE,,3,,4,4,3,4,4,3,Eng,Basic,Noble Intel Battlecruiser,https://stowiki.net/wiki/Noble_Intel_Battlecruiser,To Hell With Our Orders,https://stowiki.net/wiki/To_Hell_With_Our_Orders_(starship_trait),Destruct Sequence Alpha-One,https://stowiki.net/wiki/Console_-_Universal_-_Destruct_Sequence_Alpha-One
,511,Suurok Intel Science Destroyer (Tactical Mode),24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Vulcan,Suurok,Science Vessel,Science Destroyer,Science Destroyer,4,3,3,2,3,4,,,,Cmd,6,5,6,3,4,0,0,0,2,2,7,1.1,49500,1.35,8,0.2,75,15,,,5,4,Tac,Cmd,3,Eng,,3,Sci,Int,2,Uni,,1,Sci,,,,,7,4,3,Yes,Yes,,3,Yes,3,3,5,,,,,,,,,Yes,,,,,Logic of Battle,"on ? / Int: become untargetable, disable target",Swift Delivery,Very Rare,Sci,37,27,53,+10 SCI per SciShip,TRUE,FALSE,FALSE,,3,,3,3,5,3,3,5,Sci,,Suurok Intel Science Destroyer (Tactical Mode),https://stowiki.net/wiki/Vulcan_Suurok_Intel_Science_Destroyer,Logic of Battle,https://stowiki.net/wiki/Logic_of_Battle_(starship_trait),Swift Delivery,https://stowiki.net/wiki/Console_-_Universal_-_Swift_Delivery
,510,Suurok Intel Science Destroyer (Science Mode),24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Vulcan,Suurok,Science Vessel,Science Destroyer,Science Destroyer,3,3,4,2,4,3,,,,Int,5,5,7,4,3,0,0,0,2,2,7,1.1,49500,1.35,8,0.2,75,,5,5,10,4,Sci,Int,3,Tac,Cmd,3,Eng,,2,Uni,,1,Sci,,,,,7,4,3,Yes,,,3,Yes,3,3,5,,,,,,Yes,Yes,Yes,Yes,,,,,Logic of Battle,"on ? / Int: become untargetable, disable target",Swift Delivery,Very Rare,Sci,37,27,53,+10 SCI per SciShip,TRUE,FALSE,FALSE,,3,,3,3,5,3,3,5,Sci,,Suurok Intel Science Destroyer (Science Mode),https://stowiki.net/wiki/Vulcan_Suurok_Intel_Science_Destroyer,Logic of Battle,https://stowiki.net/wiki/Logic_of_Battle_(starship_trait),Swift Delivery,https://stowiki.net/wiki/Console_-_Universal_-_Swift_Delivery
,509,Suurok Intel Science Destroyer,24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Vulcan,Suurok,Science Vessel,Science Destroyer,Science Destroyer,4,3,4,2,4,4,,,,Int,6,5,7,4,4,0,0,0,2,2,8,1.1,49500,1.35,8,0.2,75,,5,5,10,4,Sci,Int,4,Tac,Cmd,3,Eng,,2,Uni,,1,Sci,,,,,7,4,3,Yes,Yes,,3,Yes,3,3,5,,,,,,Yes,Yes,Yes,Yes,,,,,Logic of Battle,"on ? / Int: become untargetable, disable target",Swift Delivery,Very Rare,Sci,37,27,53,+10 SCI per SciShip,TRUE,TRUE,FALSE,,3,,3,3,5,3,3,5,Sci,,Suurok Intel Science Destroyer,https://stowiki.net/wiki/Vulcan_Suurok_Intel_Science_Destroyer,Logic of Battle,https://stowiki.net/wiki/Logic_of_Battle_(starship_trait),Swift Delivery,https://stowiki.net/wiki/Console_-_Universal_-_Swift_Delivery
,508,Andorian Kumari Pilot Light Battlecruiser,24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Andorian,Kumari,Battlecruiser,Battlecruiser,Battlecruiser,3,4,2,3,,3,4,,,Pil,7,8,6,0,3,4,0,0,2,2,7,1.2,54000,1.15,11,0.16,55,5,10,,5,4,Eng,Pil,3,Uni,Cmd,3,Tac,,2,Sci,,1,Uni,,,,,8,5,3,Yes,,,4,Yes,3,5,3,,Yes,Yes,Yes,,,,,,,,,,A Budding Alliance,"on Cannon, Beam, Torp firing mode: weapons taunt, shields heal incoming energy damage",Ushaan Declaration,Very Rare,Eng,58,32,26,+8 ENG per ANY Ship (Not Small Craft),TRUE,TRUE,FALSE,,4,,3,5,3,3,5,3,Eng,,Andorian Kumari Pilot Light Battlecruiser,https://stowiki.net/wiki/Andorian_Kumari_Pilot_Light_Battlecruiser,A Budding Alliance,https://stowiki.net/wiki/A_Budding_Alliance_(starship_trait),Ushaan Declaration,https://stowiki.net/wiki/Console_-_Universal_-_Ushaan_Declaration
,507,NP Miracle Worker Light Escort,24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Starfleet (22c),NP,Raider,Raider,Raider (Not 100% Universal),3,2,1,4,,3,,,4,MW,10,9,8,0,3,0,0,4,2,2,7,1.1,49500,0.9,21,0.21,75,20,,10,,4,Uni,MW,3,Uni,,3,Tac,Cmd,2,Eng,,1,Sci,,,,,6,5,1,Yes,Yes,,2,Yes,5,4,2,1,,,,,,,,,,,40%,,Maneuvering Supremacy,"on Tac / MW: stacking +all damage. At 5 stacks: also +flight speed, +turn rate",Triptych Tactical Control Node,Very Rare,Tac,40,58,19,+20 ENG and TAC when Alone,TRUE,TRUE,FALSE,1,2,,5,4,2,5,4,2,Tac,,NP Miracle Worker Light Escort,https://stowiki.net/wiki/NP_Miracle_Worker_Light_Escort,Maneuvering Supremacy,https://stowiki.net/wiki/Maneuvering_Supremacy_(starship_trait),Triptych Tactical Control Node,https://stowiki.net/wiki/Console_-_Universal_-_Triptych_Tactical_Control_Node
,506,NV Multi-Mission Temporal Cruiser,24 Mar 2026,2026,3,C Store,C Store,16th Anniversary,,Federation,Starfleet (22c),NV,Cruiser,Multi-Mission Cruiser,Multi-Mission Cruiser,3,4,1,3,,,,4,3,Tmp,8,7,4,0,0,0,4,3,2,2,7,1.375,61875,1,12,0.15,50,5,,10,5,4,Eng,Tmp,3,Uni,,3,Tac,MW,2,Tac,,1,Sci,,,,,8,4,4,Yes,,1,4,Yes,4,5,2,,Yes,Yes,,,,,,,,,,,Intrepid Ingenuity,"on MW / Tmp: self and allies +flight speed, -captain cooldowns",Interstellar Buoy,Very Rare,Eng,54,46,17,+8 ENG and TAC per SciShip,TRUE,TRUE,FALSE,,4,,4,5,2,4,5,2,Eng,,NV Multi-Mission Temporal Cruiser,https://stowiki.net/wiki/NV_Multi-Mission_Temporal_Cruiser,Intrepid Ingenuity,https://stowiki.net/wiki/Intrepid_Ingenuity_(starship_trait),Interstellar Buoy,https://stowiki.net/wiki/Console_-_Universal_-_Interstellar_Buoy
,505,Aetherian Harmony,17 Feb 2026,2026,2,Lockbox,Lockbox,,,X-faction,Aetherian,,Science Carrier,Science Carrier,Battle Carrier,3,2,3,4,3,,,4,,Tmp,7,6,8,3,0,0,4,0,2,2,7,1.5,67500,1.5,4,0.15,20,,10,,10,4,Uni,Tmp,3,Tac,,3,Sci,Int,2,Eng,,1,Sci,,,,,7,4,3,Yes,,2,4,Yes,4,2,5,,,,,,,Yes,Yes,,,,,,Harmonic Distribution,"while Shields above 50%: +universal console cooldown speed, +EPG (scaling with shield %)",Reconstruction Portal,Ultra Rare,Sci,26,44,56,-10% Maintenance per SciShip,TRUE,TRUE,FALSE,,4,,4,2,5,4,2,5,Sci,,Aetherian Harmony,https://stowiki.net/wiki/Aetherian_Harmony,Harmonic Distribution,https://stowiki.net/wiki/Harmonic_Distribution_(starship_trait),Reconstruction Portal,https://stowiki.net/wiki/Console_-_Universal_-_Reconstruction_Portal
,504,Empersa Alliance Miracle Worker Juggernaut,17 Feb 2026,2026,2,Event,Event only,,,X-faction,Alliance,,Juggernaut,Juggernaut,Juggernaut,4,3,2,3,,,,3,4,MW,8,7,6,0,0,0,3,4,2,2,7,1.4,63000,1.3,6.5,0.17,50,10,,10,10,4,Tac,MW,3,Uni,,3,Eng,Tmp,2,Sci,,1,Uni,,,,,8,5,3,Yes,,,3,Yes,5,4,2,1,,,,,,,,,,Cloak,,Yes,Hyper-Generative Repair Matrix,on Hull heal: stacking +max hull,Ionized Antiproton Field Projector,Ultra Rare,Tac,42,58,26,1.5x Critical Rating from ENG and TAC,TRUE,TRUE,FALSE,1,3,,5,4,2,5,4,2,Tac,Basic,Empersa Alliance Miracle Worker Juggernaut,https://stowiki.net/wiki/Empersa_Alliance_Miracle_Worker_Juggernaut,Hyper-Generative Repair Matrix,https://stowiki.net/wiki/Hyper-Generative_Repair_Matrix_(starship_trait),Ionized Antiproton Field Projector,https://stowiki.net/wiki/Console_-_Universal_-_Ionizedd_Antiproton_Field_Projector
,503,Orion Interceptor,13 Jan 2026,2026,1,Lockbox,Lockbox,,,X-faction,Orion (22c),,Raider,Raider,Raider (Not 100% Universal),4,,,3,,,4,3,,Pil,13,9,9,0,0,4,3,0,2,2,7,0.9,40500,1.1,18,0.21,85,10,,,10,4,Tac,Pil,3,Uni,Tmp,3,Uni,,2,Uni,,1,Uni,,,,,6,5,1,Yes,Yes,,2,Yes,5,3,3,,,,,,,,,,,,40%,,Shock Attack Barrage,"during CSV, CRF: cannons deal extra AoE disruptor damage",Energy Disruption Blast Emitter,Ultra Rare,Tac,29,64,33,2.5x Critical Rating from TAC,TRUE,TRUE,FALSE,,2,,5,3,3,5,3,3,Tac,,Orion Interceptor,https://stowiki.net/wiki/Orion_Interceptor,Shock Attack Barrage,https://stowiki.net/wiki/Shock_Attack_Barrage_(starship_trait),Energy Disruption Blast Emitter,https://stowiki.net/wiki/Console_-_Universal_-_Energy_Disruption_Blast_Emitter
,502,Aetherian Salvation,9 Dec 2025,2025,12,Lockbox,Lockbox,,,X-faction,Aetherian,,Battlecruiser,Battlecruiser,Battlecruiser,2,4,3,3,4,,,3,,Int,5,8,6,4,0,0,3,0,2,2,7,1.5,67500,1.3,5.5,0.18,65,10,,,10,4,Eng,Int,3,Uni,Tmp,3,Sci,,2,Tac,,1,Eng,,,,,8,4,4,Yes,,,4,Yes,3,5,3,,Yes,Yes,Yes,,,,,,,,,,Aetheric Matter Manipulation,"on Captain ability: stacking +Exotic, +EPG, +CtrlX, +DrainX",Pentachoric Emitter,Ultra Rare,Eng,61,33,33,Ignores +/- SCI from Events,TRUE,TRUE,FALSE,,4,,3,5,3,3,5,3,Eng,,Aetherian Salvation,https://stowiki.net/wiki/Aetherian_Salvation,Aetheric Matter Manipulation,https://stowiki.net/wiki/Aetheric_Matter_Manipulation_(starship_trait),Pentachoric Emitter,https://stowiki.net/wiki/Console_-_Universal_-_Pentachoric_Emitter
,501,Fek'Ihri Vok'Tar Temporal Science Vessel,9 Dec 2025,2025,12,Event,Event only,,,X-faction,Fek'Ihri,,Science Vessel,Science Vessel,Science Vessel,2,1,4,3,2,,,4,,Tmp,5,4,10,2,0,0,4,0,2,2,6,1.05,47250,1.3,17,0.2,60,,,,20,4,Sci,Tmp,3,Uni,,3,Sci,,2,Tac,Int,1,Eng,,,,,6,3,3,,,,3,Yes,3,3,5,,,,,,Yes,Yes,Yes,,,,,,Hypnotic Mindwave,on Uni console: PBAoE confuse. +dmg vs confused / placated enemies,Eye of Gre'Thor,Ultra Rare,Sci,27,29,70,-10% Maintenance per EngShip or SciShip,TRUE,TRUE,FALSE,,3,,3,3,5,3,3,5,Sci,,Fek'Ihri Vok'Tar Temporal Science Vessel,https://stowiki.net/wiki/Fek%27Ihri_Vok%27Tar_Temporal_Science_Vessel,Hypnotic Mindwave,https://stowiki.net/wiki/Hypnotic_Mindwave_(starship_trait),Eye of Gre'Thor,https://stowiki.net/wiki/Console_-_Universal_-_Eye_of_Gre%27Thor
,500,Legendary Dhelan Pilot Warbird,11 Nov 2025,2025,11,C Store (Leg),C Store (Leg),Legendary Last Stand,,Romulan,Romulan,Dhelan,Tactical WB,Escort,Escort (warbird),4,3,,3,3,,4,,,Pil,10,7,4,3,0,4,0,0,2,2,7,1.175,52875,1.05,16,0.2,70,10,,10,,4,Tac,Pil,3,Uni,,3,Eng,Int,2,Tac,,1,Uni,,,,,7,5,2,Yes,Yes,,2,Yes,5,4,2,,,,,,,,,,Yes,Battle - Rom,,,Parry and Thrust,on Pil / Evasive Maneuvers / Brace for Impact: 5 stacks of +CritD. 1 / second: consume stack to do plasma damage,,Very Rare,Tac,41,59,17,+25 TAC when Alone,TRUE,TRUE,FALSE,,2,,5,4,2,5,4,2,Tac,Battle,Legendary Dhelan Pilot Warbird,https://stowiki.net/wiki/Legendary_Dhelan_Pilot_Warbird,Parry and Thrust,https://stowiki.net/wiki/Parry_and_Thrust_(starship_trait),,
,499,Legendary Nebula Temporal Science Spearhead,11 Nov 2025,2025,11,C Store (Leg),C Store (Leg),Legendary Last Stand,,Federation,Starfleet,Nebula,Science Vessel,Science Spearhead,Science Spearhead,2,,4,3,,,,4,3,Tmp,6,4,11,0,0,0,4,3,2,2,7,1.2,54000,1.35,11,0.18,45,,5,,15,4,Sci,Tmp,3,Uni,MW,3,Sci,,2,Tac,,1,Uni,,,,,7,4,3,Yes,,,3,Yes,3,3,5,,,,,,Yes,Yes,Yes,,,,,,Particle Fluctuation Analysis,"on uni console: stacking +CritH, +CritD, +Crit Healing, +current and max aux, +perception to self and players",,Very Rare,Sci,23,31,63,Ignores +/- SCI from Events,TRUE,TRUE,FALSE,,3,,3,3,5,3,3,5,Sci,,Legendary Nebula Temporal Science Spearhead,https://stowiki.net/wiki/Legendary_Nebula_Temporal_Science_Spearhead,Particle Fluctuation Analysis,https://stowiki.net/wiki/Particle_Fluctuation_Analysis_(starship_trait),,
,498,Legendary Negh'Var Intel Dreadnought Cruiser,11 Nov 2025,2025,11,C Store (Leg),C Store (Leg),Legendary Last Stand,,Klingon,Klingon,Negh'var,Dreadnought Cruiser,Dreadnought Cruiser,Dreadnought Cruiser,3,4,2,3,4,3,,,,Int,7,8,6,4,3,0,0,0,2,2,7,1.45,65250,1.1,10,0.17,30,15,,,5,4,Eng,Int,3,Uni,Cmd,3,Tac,,2,Sci,,1,Uni,,,,,8,5,3,Yes,,1,4,Yes,3,5,3,,Yes,,,Yes,,,,,,Enh Battle,,,Destabilizing Disruptor Enhancer,"on Eng / Cmd / Int: energy weapons apply stacking DoT, explode on max stacks",,Very Rare,Eng,55,36,26,2x Critical Rating from ENG and TAC,TRUE,TRUE,FALSE,,4,,3,5,3,3,5,3,Eng,Enhanced,Legendary Negh'Var Intel Dreadnought Cruiser,https://stowiki.net/wiki/Legendary_Negh%27Var_Intel_Dreadnought_Cruiser,Destabilizing Disruptor Enhancer,https://stowiki.net/wiki/Destabilizing_Disruptor_Enhancer_(starship_trait),,
,497,Omega Miracle Worker Light Battlecruiser,22 Oct 2025,2025,10,Lockbox,Lockbox,,,X-faction,Starfleet (31c) / Borg,,Battlecruiser,Battlecruiser,Battlecruiser,3,4,,3,,,3,,4,MW,8,8,3,0,0,3,0,4,2,2,7,1.3,58500,1,13,0.2,60,15,,15,,4,Eng,MW,3,Uni,,3,Tac,Pil,2,Tac,,1,Eng,,,,,8,4,4,Yes,,,4,Yes,4,5,2,1,Yes,Yes,Yes,,,,,,,,,,Adaptive Throttle,"while full throttle: stacking bonus damage, doubled for aft arc. stacking -weapon cost",Attack Pattern: Kirk-Omega,Ultra Rare,Eng,63,46,17,+20 ENG and TAC when Alone,TRUE,TRUE,FALSE,1,4,,4,5,2,4,5,2,Eng,,Omega Miracle Worker Light Battlecruiser,https://stowiki.net/wiki/Omega_Miracle_Worker_Light_Battlecruiser,Adaptive Throttle,https://stowiki.net/wiki/Adaptive_Throttle_(starship_trait),Attack Pattern: Kirk-Omega,https://stowiki.net/wiki/Console_-_Universal_-_Attack_Pattern:_Kirk-Omega
,496,Voth Stronghold Miracle Worker Dreadnought Cruiser,2 Sep 2025,2025,9,Event,Event only,,,X-faction,Voth,Bulwark,Dreadnought Cruiser,Dreadnought Cruiser,Dreadnought Cruiser,1,4,3,3,3,,,,4,MW,6,9,8,3,0,0,0,4,2,2,7,1.6,72000,1.2,7,0.15,35,10,10,5,5,4,Eng,MW,3,Uni,Int,3,Sci,,2,Uni,,1,Tac,,,,,8,5,3,Yes,,1,4,Yes,3,5,3,1,Yes,,,Yes,,,,,,,,,Asclepius Engine,on Heal: next attacker recieves damage equal to the heal,Enhanced Ward Repair Ship,Ultra Rare,Eng,62,34,30,-25% Maintenance per SciShip,TRUE,TRUE,FALSE,1,4,,3,5,3,3,5,3,Eng,,Voth Stronghold Miracle Worker Dreadnought Cruiser,https://stowiki.net/wiki/Voth_Stronghold_Miracle_Worker_Dreadnought_Cruiser,Asclepius Engine,https://stowiki.net/wiki/Asclepius_Engine_(starship_trait),Enhanced Ward Repair Ship,https://stowiki.net/wiki/Console_-_Universal_-_Enhanced_Ward_Repair_Shipp
,495,Trafalgar Command Juggernaut,2 Sep 2025,2025,9,Lockbox,Lockbox,,,X-faction,Starfleet (23c),Atlas,Juggernaut,Juggernaut,Juggernaut,4,3,2,3,,4,3,,,Cmd,8,7,6,0,4,3,0,0,2,2,7,1.45,65250,1.2,9,0.17,60,15,,5,,4,Tac,Cmd,3,Uni,Pil,3,Eng,,2,Sci,,1,Uni,,,,,8,5,3,Yes,,,3,Yes,5,4,2,,,,,,,,,,,,,,Wild Critical,on dealing or receiving crit: summon Wild Weasel,Spirit of Sacrifice,Ultra Rare,Tac,41,63,22,+10 TAC per EngShip,TRUE,TRUE,FALSE,,3,,5,4,2,5,4,2,Tac,,Trafalgar Command Juggernaut,https://stowiki.net/wiki/Trafalgar_Command_Juggernaut,Wild Critical,https://stowiki.net/wiki/Wild_Critical_(starship_trait),Spirit of Sacrifice,https://stowiki.net/wiki/Console_-_Universal_-_Spirit_of_Sacrifice
,494,Breen Yod-Thot Dreadnought Carrier,29 Jul 2025,2025,7,Promo,Promo,,,X-faction,Breen (32c),,Tactical Carrier,Dreadnought Carrier,Dreadnought Carrier (Tac),4,2,3,3,4,3,,,,Int,8,5,6,4,3,0,0,0,2,2,7,1.7,76500,0.9,5,0.17,40,20,,,,4,Tac,Int,3,Uni,Cmd,3,Sci,,2,Eng,,1,Tac,,,,,7,5,2,Yes,,2,3,Yes,5,3,3,,,,,,,Yes,,,,Cloak - 32c,,,Breen's Free-Fire,FAW gains increased duration,Shield Frequency Overload,Ultra Rare,Tac,31,66,29,2.5x Critical Rating from TAC,TRUE,TRUE,FALSE,,3,,5,3,3,5,3,3,Tac,Basic,Breen Yod-Thot Dreadnought Carrier,https://stowiki.net/wiki/Breen_Yod-Thot_Dreadnought_Carrier,Breen's Free-Fire,https://stowiki.net/wiki/Breen%27s_Free-Fire_(starship_trait),Shield Frequency Overload,https://stowiki.net/wiki/Console_-_Universal_-_Shield_Frequency_Overload
,493,Warden Temporal Multi-Mission Cruiser,8 Jul 2025,2025,7,C Store,C Store,Timeless Legacy,,Federation,Starfleet,Ranger,Cruiser,Multi-Mission Cruiser,Multi-Mission Cruiser,3,4,3,1,,,,4,,Tmp,4,7,4,0,0,0,7,0,1,2,7,1.25,56250,1.15,10,0.17,45,5,5,,10,4,Eng,Tmp,3,Tac,Tmp,3,Sci,,2,Eng,,1,Uni,,,,,8,4,4,Yes,,1,4,Yes,3,5,3,,Yes,Yes,,,,,,,,,,,Hellbore Light,"during BO / CRF: weapons apply shield drain. when shield drops, AoE plasma damage",Expanding Sphere Generator,Very Rare,Eng,56,28,33,Ignores +/- ENG from Events,TRUE,TRUE,FALSE,,4,,3,5,3,3,5,3,Eng,,Warden Temporal Multi-Mission Cruiser,https://stowiki.net/wiki/Warden_Temporal_Multi-Mission_Cruiser,Hellbore Light,https://stowiki.net/wiki/Hellbore_Light_(starship_trait),Expanding Sphere Generator,https://stowiki.net/wiki/Console_-_Universal_-_Expanding_Sphere_Generator
,492,Proxima Miracle Worker Science Dreadnought,8 Jul 2025,2025,7,C Store,C Store,Timeless Legacy,,Federation,Starfleet,Proxima,Science Vessel,Science Dreadnought,Science Dreadnought,3,2,4,3,,,,,4,MW,6,5,8,0,0,0,0,7,1,2,7,1.3,58500,1.3,7,0.18,35,,10,,20,4,Sci,MW,3,Uni,MW,3,Tac,,2,Eng,,1,Sci,,,,,7,4,3,Yes,,1,3,Yes,3,3,5,1,,,,,Yes,Yes,Yes,,,,,,Use of Power,"on Sci / MW: +Shield Pen, +CritH, +CritD",Side Pulse Phasers,Very Rare,Sci,28,33,56,-5% Maintenance per ANY Ship (Not Small Craft),TRUE,TRUE,FALSE,1,3,,3,3,5,3,3,5,Sci,,Proxima Miracle Worker Science Dreadnought,https://stowiki.net/wiki/Proxima_Miracle_Worker_Science_Dreadnought,Use of Power,https://stowiki.net/wiki/Use_of_Power_(starship_trait),Side Pulse Phasers,https://stowiki.net/wiki/Console_-_Universal_-_Side_Pulse_Phasers
